Star Rating,Rating Text
5.0 out of 5 stars,"
  Product arrived on time and in working condition.  When I checked the battery life in settings it’s only at 77% so it’s an old battery.  The bottom of the phone where you plug the charger in is all scratched up.  Everything else is fine
"
4.3 out of 5 stars,"
  Great phone! No promblems activating or using.
"
5.0 out of 5 stars,"
  I really appreciate the care someone took to make this phone look brand new. Packaging was great, thanks for the screen protector, charger and case. Will definitely recommend this seller to friends. Well worth the money.
"
1.0 out of 5 stars,"
  I've had this phone for a few months now, and no issues whatsoever. Exactly as described and would purchase from this seller again.
"
5.0 out of 5 stars,"
  Phone doesn’t work properly and company will not respond to emails for warranty claim...
"
5.0 out of 5 stars,"
  This is the second phone I’ve purchased an iPhone  from Chubbie I did 3 years ago and I must say I’m never disappointed. Nice and clean works perfectly. I purposely wrote the name of the seller btw so shop wisely. The pic showing the back is not the charger I got with it btw lol
"
5.0 out of 5 stars,"
  No scratches, I’m very pleased with how fast and clean it is
"
1.0 out of 5 stars,"
  Call
"
5.0 out of 5 stars,"
  When I got the phone at first it was doing just fine then Apple had an iOS update so in the process of me updating my phone got stuck in an reboot loop had to take it to ubreakifix for them to only tell me they had to flash my phone in order for my phone to work
"
5.0 out of 5 stars,"
  I was really nervous because of the negative reviews but I took a leap of faith and everything offered in the description is what I got. My batter life was 86% when it arrived and everything works perfectly and I’ve had this for a week.
"
5.0 out of 5 stars,"
  Great
"
4.3 out of 5 stars,"
  Description said it was unlocked for all carriers...brought it to Sprint/T-Mobile...It was not. I had to pay the shipping cost to return the phone that was not compatible in the first place. Hopefully the refund will arrive quickly.
"
5.0 out of 5 stars,"
  Good quality
"
1.0 out of 5 stars,"
  Buenos días, agradezco extiendan el proceso de devolución para enviar el producto el cual no es compatible con la red en COLOMMBIA, por motivos de COVID-19. el país se encuentra cerrado por lo que el retorno del producto puede tardar más de tiempo estipulado"
1.0 out of 5 stars,"Gracias
"
3.0 out of 5 stars,"
  This vendor was excellent. Phone came as advertised. Works perfectly and looks like new. Battery life was at 88%. My first experience buying a used phone and I will never go back to buying new one. Half the price, works great, and is paid off!
"
2.0 out of 5 stars,"
  Muy buena calidad en productos móviles apple
"
5.0 out of 5 stars,"
  I have had my phone for just over 5 months. The screen is no longer working properly. I try to type and keys I am not pressing are getting selected. I’ll be on one app and my phone will open another. Is there a warranty that covers me?
"
5.0 out of 5 stars,"
  The phone could not be used. It was unlocked, however previous owner still owed on loan for the phone. Carrier would not activate. Buyer beware.
"
1.0 out of 5 stars,"
  Cheap battery; I just had to spend $50 to get a replacement from some other shop. They also said the screen was also of poor quality but I have had no issues there. Silent mode sends my phone to a spasm so it’s forced to be loud.
"
1.0 out of 5 stars,"
  Perfect phone my husband still very happy whit my gift 🎁😊"
3.0 out of 5 stars,"Thank you
"
5.0 out of 5 stars,"
  Sold us a stolen phone so we couldn't activate it. We ended up returning it and just purchasing a new one through our phone plan.
"
4.3 out of 5 stars,"
  The product worked well for a few weeks, then developed a problem. I've had refurbished products before, but none went as fast as this. Actually, I've had none that were defective. Am disappointed.
"
5.0 out of 5 stars,"
  I am very satisfied with my purchase. The device came in perfect condition, like new. It Works very well. The battery lasts a long time. I really recommend this product.
"
1.0 out of 5 stars,"
  Like new. Happy so far.
"
1.0 out of 5 stars,"
  Phone came on time in excellent condition, almost like brand new & has been working perfectly for me. As expected of an Apple product of course. No cracks or scratches so all I had to do was switch my SIM card and get a case for it.
"
5.0 out of 5 stars,"
  I order 2 iPhones x from this seller and they are in good shape no scratches or chip marks the phones look brand new. The phones are unlocked and worked good all we had to do was put her SIM cards in. I highly recommend this company.
"
5.0 out of 5 stars,"
  The screen randomly click on apps or something else and when I type it clicks on random letters and I have to cut my phone off for like 2 minutes.
"
5.0 out of 5 stars,"
  The device was in almost perfect shape. No scratches at all. It arrived a day earlier than expected. The battery health was at exactly 90% as promised. Great phone.
"
5.0 out of 5 stars,"
  The phone keeps freezing while using app or browsing web.I have to force-restart each time it happens."
1.0 out of 5 stars,"It's abolutely dysfunctional and not worth the money I paid.
"
5.0 out of 5 stars,"
  Was afraid the phone wasn’t going to work or look good but it is fantastic!! I would buy again
"
1.0 out of 5 stars,"
  Phone came locked to previous owners account and could not be used and needed to be returned
"
4.3 out of 5 stars,"
  Phone came looking brand new no scratches on issue is that the bottom left speaker is a little low vs the other ones but over all feel and looks as if it was brand new . I debated a long time if I could trust it and I was happy with my choice
"
5.0 out of 5 stars,"
  I love it I was hesitant with all the bad reviews I saw but mines came perfect I have no issues!!
"
1.0 out of 5 stars,"
  The phone was working perfectly fine at first but now I can’t be on the phone and let it charge. It doesn’t charge. It literally dies while on the charger if I’m on the phone and if I’m not on the phone it charges super slow.
"
5.0 out of 5 stars,"
  This phone was gifted to me as a Christmas present and I absolutely love it. There is nothing wrong with this phone, works and looks like a brand new phone. Personally this is one of the best phones I have ever had! I have no complaints or negative comments to say about it!
"
5.0 out of 5 stars,"
  As soon as I took it out of the box it wouldn't turn on. It didn't have any scratches or anything but it simply wouldn't charge and therefore couldn't use it. I was very dissapointed because it had such great reviews and I waited so long to receive it.
"
3.0 out of 5 stars,"
  Me encanto selos recomiendo solamente venía con unos rallones en la pantalla
"
5.0 out of 5 stars,"
  Phone was defective tried using it but ghost touch would not allow me to use it successfully. I did try cleaning the screen and resetting it multiple times still did not work. I have trouble scrolling through apps and typing
"
